row,produto,ean,preco_7_dias,preco_14_dias,preco_21_dias,preco_28_dias,status,revisao_visual,observacao,source,source_page,image_url,title_found,optimized_path,optimized_bytes,original_width,original_height,processed_at
2791,ESM COLORAMA BL CREM JABUTICABA,7899026415478,5.11,5.17,5.19,5.22,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7899026415478.webp,6766,0,0,2026-07-07T13:41:20
2792,ESM COLORAMA BL CREM LEITE COCO,7899026414549,5.11,5.17,5.19,5.22,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7899026414549.webp,9490,0,0,2026-07-07T13:41:20
2793,ESM COLORAMA BL CREM MELANCIA,7899026425958,5.11,5.17,5.19,5.22,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2794,ESM COLORAMA BL CREM NOITE QUENTE,7899026423404,5.11,5.17,5.19,5.22,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2795,ESM COLORAMA BL CREM PETALA,17899026408286,5.11,5.17,5.19,5.22,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2796,ESM COLORAMA BL CREM PETALA BCA,7899026400849,5.11,5.17,5.19,5.22,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2797,ESM COLORAMA BL CREM ROSA ANTIGO,7899026413771,5.11,5.17,5.19,5.22,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2798,ESM COLORAMA BL CREM ROSA FLORAL,7899026418356,5.11,5.17,5.19,5.22,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2799,ESM COLORAMA BL INCOLOR,17899026400860,5.11,5.17,5.19,5.22,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2800,ESM COLORAMA BL TRAT EXTRA BRILHO,7899026401808,5.11,5.17,5.19,5.22,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7899026401808.webp,13982,0,0,2026-07-07T13:41:20
2801,ESM COLORAMA CREM CAFE,7899026400894,4.81,4.87,4.89,4.92,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2802,ESM IMPALA BL BASE DOS SONHOS,7896111993767,4.57,4.63,4.65,4.67,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2803,ESM IMPALA BL BASE FORCA EXTREMA,7896111994337,4.57,4.63,4.65,4.67,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2804,ESM IMPALA BL BASE TITANIO C/ FORMOL,7896111905814,9.27,9.38,9.42,9.47,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2805,ESM IMPALA BL CREM BRANCO,7896111908488,3.86,3.91,3.92,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111908488.webp,21182,0,0,2026-07-07T13:41:20
2806,ESM IMPALA BL CREM CACAU SHOW DERR BOCA,7896111906293,4.52,4.57,4.59,4.61,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2807,ESM IMPALA BL CREM CACAU SHOW EXPLOSAO,7896111906330,4.52,4.57,4.59,4.61,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2808,ESM IMPALA BL CREM CACAU SHOW MAIS UM PE,7896111906323,4.52,4.57,4.59,4.61,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2809,ESM IMPALA BL CREM CACAU SHOW VALE CD MO,7896111906316,4.52,4.57,4.59,4.61,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2810,ESM IMPALA BL CREM COFFE,7896111901816,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2811,ESM IMPALA BL CREM COR DA MODA AMOR PR,7896111995440,3.86,3.91,3.92,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111995440.webp,15260,0,0,2026-07-07T13:41:20
2812,ESM IMPALA BL CREM COR DA MODA DADIVA,7896111992388,3.86,3.91,3.92,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111992388.webp,22272,0,0,2026-07-07T13:41:20
2813,ESM IMPALA BL CREM COR DA MODA SERENA,7896111992715,3.86,3.91,3.92,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111992715.webp,16444,0,0,2026-07-07T13:41:20
2814,ESM IMPALA BL CREM COR DA MODA XODO,7896111992265,3.86,3.91,3.92,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111992265.webp,10098,0,0,2026-07-07T13:41:20
2815,ESM IMPALA BL CREM COR MODA AFETO,7896111902240,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2816,ESM IMPALA BL CREM COR MODA DESTINO,7896111999943,3.86,3.91,3.92,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111999943.webp,16416,0,0,2026-07-07T13:41:20
2817,ESM IMPALA BL CREM COR MODA ELEGANTE,7896111902202,3.86,3.91,3.92,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111902202.webp,16540,0,0,2026-07-07T13:41:20
2818,ESM IMPALA BL CREM COR MODA FASCINACAO,7896111999936,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2819,ESM IMPALA BL CREM COR MODA LINHO,7896111902233,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2820,ESM IMPALA BL CREM COR MODA SOFISTICADO,7896111902196,3.86,3.91,3.92,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111902196.webp,21588,0,0,2026-07-07T13:41:20
2821,ESM IMPALA BL CREM GATINHA,7896111913079,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2822,ESM IMPALA BL CREM INSTANTE,7896111906958,3.76,3.8,3.82,3.84,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111906958.webp,12202,0,0,2026-07-07T13:41:20
2823,ESM IMPALA BL CREM INTUICAO,7896111906934,3.76,3.8,3.82,3.84,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111906934.webp,38462,0,0,2026-07-07T13:41:20
2824,ESM IMPALA BL CREM MEMORIA,7896111906941,3.76,3.8,3.82,3.84,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111906941.webp,34984,0,0,2026-07-07T13:41:20
2825,ESM IMPALA BL CREM NUDE CLASSICO,7896111945933,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2826,ESM IMPALA BL CREM POV FOR YOU PAGE,7896111904244,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2827,ESM IMPALA BL CREM POV LOOK DO DIA,7896111904190,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2828,ESM IMPALA BL CREM POV MINHA VIBE,7896111904183,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2829,ESM IMPALA BL CREM PRETO,7896111908471,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2830,ESM IMPALA BL CREM TOMATE,7896111927038,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2831,ESM IMPALA BL CREM ZAZ,7896111907580,3.86,3.91,3.92,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111907580.webp,26216,0,0,2026-07-07T13:41:20
2832,ESM IMPALA BL EFEIT PO CROM CAUDA SEREIA,7896111906682,5.04,5.1,5.13,5.15,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2833,ESM IMPALA BL EFEIT PO CROM CONCHA MAG,7896111906705,5.04,5.1,5.13,5.15,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2834,ESM IMPALA BL GLITER OS FEIT DA FAMILIA,7896111907269,5.06,5.12,5.14,5.17,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2835,ESM IMPALA BL GLITER POV ZEREI A TREND,7896111904237,4,4.05,4.07,4.09,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2836,ESM IMPALA BL GLITER PRATA DEMAIS,7896111906668,5.04,5.1,5.13,5.15,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2837,ESM IMPALA BL GLITER TUDO DOURADO,7896111906675,5.04,5.1,5.13,5.15,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2838,ESM IMPALA BL GLITTER PRATA,7896111926857,4.57,4.63,4.65,4.67,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2839,ESM IMPALA BL GLITTER SUBLIME,7896111917817,4.57,4.63,4.65,4.67,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2840,ESM IMPALA BL MAG CAMP ROCK THIS ME,7896111907238,5.06,5.12,5.14,5.17,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2841,ESM IMPALA BL MAG HANNA MONT POP STAR WO,7896111907214,5.06,5.12,5.14,5.17,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2842,ESM IMPALA BL MAG HIGH SCHOOL M WILDCATS,7896111907191,5.06,5.12,5.14,5.17,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2843,ESM IMPALA BL MAG OS FEITIC SEU LADO MAG,7896111907290,5.06,5.12,5.14,5.17,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2844,ESM IMPALA BL MET CAMP ROCK WE,7896111907245,5.06,5.12,5.14,5.17,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2845,ESM IMPALA BL MET HANNA MONT COUNTRY GIR,7896111907221,5.06,5.12,5.14,5.17,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2846,ESM IMPALA BL MET HIGH SCHOLL M EAST HIG,7896111907207,5.06,5.12,5.14,5.17,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2847,ESM IMPALA BL OLEO TRAT CUTICULA,7896111906712,3.76,3.8,3.82,3.84,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111906712.webp,9806,0,0,2026-07-07T13:41:20
2848,ESM IMPALA BL PER AMANTE,7896111907252,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2849,ESM IMPALA BL PER AMOR,7896111907283,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2850,ESM IMPALA BL PER BRILHANTE,7896111901786,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2851,ESM IMPALA BL PER CACAU SHOW ACABOU,7896111906309,4.52,4.57,4.59,4.61,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2852,ESM IMPALA BL PER DENGO,7896111913000,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2853,ESM IMPALA BL PER LUA,7896111919552,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2854,ESM IMPALA BL PER NENEM,7896111913062,3.86,3.91,3.92,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111913062.webp,11170,0,0,2026-07-07T13:41:20
2855,ESM IMPALA BL PER NETFLIX NOV TEMP,7896111902981,4.31,4.37,4.39,4.41,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2856,ESM IMPALA BL PER PARAISO,7896111930731,3.86,3.91,3.92,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111930731.webp,22592,0,0,2026-07-07T13:41:20
2857,ESM IMPALA BL PER POLAR,7896111940938,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2858,ESM IMPALA BL PER POV CLEAN GIRL,7896111904282,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2859,ESM IMPALA BL PER POV TOP COAT,7896111904206,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2860,ESM IMPALA BL PER SONHO,7896111941454,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2861,ESM IMPALA BL TRANSP BETERRABA,7896111907184,3.86,3.91,3.92,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2862,ESM IMPALA BL TRANSP COR MODA DEVANEIO,7896111902264,3.86,3.91,3.92,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111902264.webp,15614,0,0,2026-07-07T13:41:20
2863,ESM IMPALA BL TRANSP TOP POP,7896111945001,3.86,3.91,3.92,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111945001.webp,22640,0,0,2026-07-07T13:41:20
2864,ESM IMPALA BL TRAT BASE BOMBA,7896111978733,4.57,4.63,4.65,4.67,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2865,ESM IMPALA BL TRAT BASE SEDA,7896111907658,3.86,3.91,3.92,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111907658.webp,5654,0,0,2026-07-07T13:41:20
2866,ESM IMPALA BL TRAT CASCO CAVALO,7896111970942,4.57,4.63,4.65,4.67,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111970942.webp,4350,0,0,2026-07-07T13:41:20
2867,ESM IMPALA BL TRAT INCOLOR,7896111907665,3.86,3.91,3.92,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111907665.webp,37398,0,0,2026-07-07T13:41:20
2868,ESM IMPALA BL TRAT OLEO SECANTE,7896111907672,3.86,3.91,3.92,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896111907672.webp,30702,0,0,2026-07-07T13:41:20
2869,ESM IMPALA BL TRAT VERNIZ EXT BRILH VERM,7896111978696,4.57,4.63,4.65,4.67,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2870,ESM IMPALA BL TRAT VERNIZ EXT BRILHO,7896111954492,4.57,4.63,4.65,4.67,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2871,ESM IMPALA BL VERNIS PONTO DE LUZ,7896111994085,4.57,4.63,4.65,4.67,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2872,ESM RISQUE BL BASE COB FOSCA,7891182025522,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2873,ESM RISQUE BL CINT CRISTAL,7891182860116,3.86,3.91,3.93,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891182860116.webp,10410,0,0,2026-07-07T13:41:20
2874,ESM RISQUE BL CINT PEROLA,7891182860024,3.86,3.91,3.93,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891182860024.webp,6760,0,0,2026-07-07T13:41:20
2875,ESM RISQUE BL CREM A MAR,7891350040548,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2876,ESM RISQUE BL CREM ASTRAL,7891182840095,3.86,3.91,3.93,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891182840095.webp,11934,0,0,2026-07-07T13:41:20
2877,ESM RISQUE BL CREM AZUL LIVRE,7891350034103,3.9,3.95,3.96,3.98,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2878,ESM RISQUE BL CREM BALI,7891182996662,3.86,3.91,3.93,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891182996662.webp,27292,0,0,2026-07-07T13:41:20
2879,ESM RISQUE BL CREM BIANCO PURISSIMO,7891182840019,3.86,3.91,3.93,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891182840019.webp,4190,0,0,2026-07-07T13:41:20
2880,ESM RISQUE BL CREM CAIU DO CEU,7891350044713,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2881,ESM RISQUE BL CREM CAPPUCCINO,7891182996600,3.86,3.91,3.93,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891182996600.webp,21588,0,0,2026-07-07T13:41:20
2882,ESM RISQUE BL CREM CARMIM,7891182017053,3.86,3.91,3.93,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891182017053.webp,5664,0,0,2026-07-07T13:41:20
2883,ESM RISQUE BL CREM CHOCOLIGHT,7891350044706,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2884,ESM RISQUE BL CREM CLIMA TENSO ENTRE ROS,7891350044737,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2885,ESM RISQUE BL CREM CRIPTO ROSA,7891350039788,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2886,ESM RISQUE BL CREM DEIXA AMEIXA,7891350044683,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2887,ESM RISQUE BL CREM DESEJO,7891182031059,3.86,3.91,3.93,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891182031059.webp,21134,0,0,2026-07-07T13:41:20
2888,ESM RISQUE BL CREM ENERGIA,7891182031561,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2889,ESM RISQUE BL CREM EU SOU ESSE GLAM TODO,7891350038392,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2890,ESM RISQUE BL CREM GABRIELA,7891182840200,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2891,ESM RISQUE BL CREM GERREIR DO ARCO IRIS,7891350038354,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2892,ESM RISQUE BL CREM GRAO DE ARROZ,7891182014779,3.9,3.95,3.96,3.98,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
